City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
398,Westport,US,2021-01-22 01:35:51,41.1415,-73.3579,33.01,64,1,5.99
399,Palmas Bellas,PA,2021-01-22 01:39:50,9.2319,-80.0867,79.0,81,48,13.0
400,Salinas,US,2021-01-22 01:32:09,36.6777,-121.6555,53.6,71,1,10.36
401,Egvekinot,RU,2021-01-22 01:39:51,66.3167,-179.1667,-11.85,92,100,16.71
402,Myanaung,MM,2021-01-22 01:39:51,18.2833,95.3167,70.88,63,0,6.96
403,Banda Aceh,ID,2021-01-22 01:39:51,5.5577,95.3222,78.94,71,51,5.7
404,Sosnovoborsk,RU,2021-01-22 01:37:07,56.1325,93.3589,-5.8,84,40,3.27
405,Qui Nhon,VN,2021-01-22 01:39:51,13.7667,109.2333,73.27,81,91,8.75
406,Pangnirtung,CA,2021-01-22 01:30:52,66.1451,-65.7125,24.64,79,100,7.56
407,Dakar,SN,2021-01-22 01:39:51,14.6937,-17.4441,66.2,77,59,9.22
408,Havre-Saint-Pierre,CA,2021-01-22 01:30:53,50.2334,-63.5986,-2.2,78,75,4.61
409,Bangkalan,ID,2021-01-22 01:39:52,-7.0455,112.7351,82.26,77,99,9.24
410,Manaure,CO,2021-01-22 01:39:52,11.7751,-72.4445,77.67,79,0,15.55
411,Kunri,PK,2021-01-22 01:39:52,25.1785,69.5691,60.44,94,0,9.55
412,Simplicio Mendes,BR,2021-01-22 01:39:52,-7.8539,-41.9103,73.38,81,100,0.94
413,Orange Cove,US,2021-01-22 01:39:52,36.6244,-119.3137,63.0,27,1,3.44
414,Caramay,PH,2021-01-22 01:39:52,10.1815,119.236,79.68,85,94,8.5
415,Brunico,IT,2021-01-22 01:39:52,46.7958,11.9364,32.0,96,100,2.19
416,Arraial Do Cabo,BR,2021-01-22 01:30:53,-22.9661,-42.0278,77.0,88,0,11.5
417,Rockhampton,AU,2021-01-22 01:39:53,-23.3833,150.5,86.0,39,40,10.36
418,Poum,NC,2021-01-22 01:39:53,-20.2333,164.0167,79.5,74,100,11.74
419,Waynesville,US,2021-01-22 01:39:53,35.4887,-82.9887,36.0,96,100,2.89
420,Doka,SD,2021-01-22 01:39:53,13.5167,35.7667,66.0,73,71,10.4
421,Penzance,GB,2021-01-22 01:31:02,50.1186,-5.5371,42.01,81,0,8.05
422,Nieuw Amsterdam,SR,2021-01-22 01:39:53,5.8833,-55.0833,77.0,88,40,2.3
423,Cherskiy,RU,2021-01-22 01:31:21,68.75,161.3,-39.84,81,17,2.08
424,Iquique,CL,2021-01-22 01:31:43,-20.2208,-70.1431,69.8,68,0,16.11
425,Souillac,MU,2021-01-22 01:31:53,-20.5167,57.5167,78.8,78,40,5.75
426,Verkhnevilyuysk,RU,2021-01-22 01:31:44,63.4453,120.3167,-51.72,76,100,1.39
427,Beyneu,KZ,2021-01-22 01:39:54,45.3167,55.2,13.44,91,100,11.32
428,Ishigaki,JP,2021-01-22 01:39:54,24.3448,124.1572,73.4,94,75,13.8
429,Camacha,PT,2021-01-22 01:32:00,33.0833,-16.3333,64.4,94,75,10.36
430,Balykshi,KZ,2021-01-22 01:39:54,47.0667,51.8667,8.6,85,40,6.71
431,Barcelos,PT,2021-01-22 01:26:26,41.5388,-8.6151,57.2,72,40,17.27
432,Black Forest,US,2021-01-22 01:39:55,39.0131,-104.7008,36.0,47,40,9.22
433,Saraland,US,2021-01-22 01:39:55,30.8207,-88.0706,64.0,92,100,1.01
434,Kuvandyk,RU,2021-01-22 01:39:55,51.4781,57.3552,-7.83,90,100,4.61
435,Mnogovershinnyy,RU,2021-01-22 01:31:41,53.9353,139.9242,-11.31,89,100,6.22
436,Harper,LR,2021-01-22 01:39:55,4.375,-7.7169,77.95,87,20,8.23
437,Ulladulla,AU,2021-01-22 01:39:55,-35.35,150.4667,91.4,25,0,6.91
438,Tagusao,PH,2021-01-22 01:39:56,9.1924,117.8141,80.8,77,93,2.15
439,Severo-Yeniseyskiy,RU,2021-01-22 01:39:56,60.3725,93.0408,-25.62,87,100,4.21
440,Viedma,AR,2021-01-22 01:39:56,-40.8135,-62.9967,91.0,28,0,4.0
441,Atambua,ID,2021-01-22 01:39:56,-9.1061,124.8925,81.79,71,63,5.53
442,Yaan,NG,2021-01-22 01:32:03,7.3833,8.5667,71.85,22,96,4.07
443,Kupino,RU,2021-01-22 01:39:56,54.3663,77.2981,-16.53,89,0,8.66
444,Leshukonskoye,RU,2021-01-22 01:39:56,64.8989,45.7622,-18.63,87,0,3.94
445,Kathmandu,NP,2021-01-22 01:39:57,27.7167,85.3167,41.0,87,20,2.3
446,Iracoubo,GF,2021-01-22 01:39:57,5.4802,-53.2011,75.56,92,99,13.38
447,Mezhgorye,UA,2021-01-22 01:39:57,44.9667,34.4167,36.16,89,10,7.72
448,Kayasula,RU,2021-01-22 01:39:57,44.325,45.0,27.55,89,70,8.1
449,Rypefjord,NO,2021-01-22 01:39:57,70.6333,23.6667,14.0,67,0,13.8
450,Usman,RU,2021-01-22 01:39:57,52.0466,39.7288,26.6,93,90,11.18
451,Panaba,MX,2021-01-22 01:39:58,21.2833,-88.2667,67.73,86,0,8.9
452,Bodden Town,KY,2021-01-22 01:32:08,19.2833,-81.25,77.0,83,20,17.27
453,Nizhniy Tsasuchey,RU,2021-01-22 01:39:58,50.5167,115.1333,4.39,86,93,6.69
454,Pilar,BR,2021-01-22 01:39:34,-9.5972,-35.9567,73.4,94,40,1.14
455,Lansing,US,2021-01-22 01:39:58,42.7325,-84.5555,35.6,64,90,12.66
456,Erzin,TR,2021-01-22 01:39:58,36.9559,36.2,32.0,100,0,4.61
457,Marawi,PH,2021-01-22 01:31:54,7.9986,124.2928,82.0,82,74,4.0
458,West Wendover,US,2021-01-22 01:39:59,40.7391,-114.0733,33.8,44,75,1.12
459,Chuy,UY,2021-01-22 01:31:07,-33.6971,-53.4616,67.91,82,0,9.53
460,Tuy Hoa,VN,2021-01-22 01:39:59,13.0833,109.3,74.95,78,93,5.99
461,Kortkeros,RU,2021-01-22 01:39:59,61.8106,51.5806,-7.6,84,75,6.71
462,Sorong,ID,2021-01-22 01:39:59,-0.8833,131.25,84.81,71,97,4.5
463,Tecolutla,MX,2021-01-22 01:39:59,20.4833,-97.0167,75.2,78,40,6.91
464,Hay River,CA,2021-01-22 01:35:14,60.8156,-115.7999,-2.2,78,100,1.14
465,Zhanakorgan,KZ,2021-01-22 01:40:00,43.9098,67.2495,12.69,91,100,16.46
466,Broome,US,2021-01-22 01:32:04,42.2506,-75.833,32.0,64,90,4.61
467,Boende,CD,2021-01-22 01:32:04,-0.2167,20.8667,73.09,74,90,1.14
468,Katsuura,JP,2021-01-22 01:31:35,35.1333,140.3,53.01,53,0,3.44
469,Kruisfontein,ZA,2021-01-22 01:40:00,-34.0033,24.7314,69.01,94,100,1.01
470,Mahon,ES,2021-01-22 01:40:00,39.8885,4.2658,57.2,82,0,11.5
471,Kirakira,SB,2021-01-22 01:31:27,-10.4544,161.9205,84.99,67,99,11.39
472,Ipixuna,BR,2021-01-22 01:40:01,-1.7625,-48.8043,73.4,100,75,3.44
473,Ternate,ID,2021-01-22 01:35:36,0.8,127.4,83.41,73,67,2.73
474,Los Llanos De Aridane,ES,2021-01-22 01:31:27,28.6585,-17.9182,68.0,73,90,1.14
475,Bucerias,MX,2021-01-22 01:40:01,20.75,-105.3333,73.99,83,20,4.61
476,Anloga,GH,2021-01-22 01:40:01,5.7947,0.8973,80.6,89,20,4.61
477,Burnie,AU,2021-01-22 01:31:38,-41.0667,145.9167,71.01,44,56,13.0
478,Rahuri,IN,2021-01-22 01:40:01,19.3833,74.65,62.92,44,0,1.59
479,Aswan,EG,2021-01-22 01:31:46,24.0934,32.907,50.56,74,0,12.15
480,Hobyo,SO,2021-01-22 01:31:27,5.3505,48.5268,78.26,83,76,19.26
481,Conner,PH,2021-01-22 01:40:03,17.7964,121.3275,80.35,81,53,1.92
482,Ilanskiy,RU,2021-01-22 01:40:04,56.2358,96.065,-2.47,92,100,4.07
483,Canguaretama,BR,2021-01-22 01:40:04,-6.38,-35.1289,78.8,78,20,9.22
484,Okhotsk,RU,2021-01-22 01:40:04,59.3833,143.3,-9.54,84,99,12.82
485,Ola,RU,2021-01-22 01:40:04,59.5833,151.2833,-4.14,77,88,5.5
486,Tabuk,PH,2021-01-22 01:40:04,17.4189,121.4443,79.74,80,49,4.43
487,Coquimbo,CL,2021-01-22 01:32:12,-29.9533,-71.3436,60.8,82,75,12.66
488,Sistranda,NO,2021-01-22 01:40:05,63.7256,8.834,41.0,56,20,27.63
489,Balkhash,KZ,2021-01-22 01:40:05,46.844,74.9804,19.4,93,0,4.47
490,Alice Springs,AU,2021-01-22 01:40:05,-23.7,133.8833,96.8,9,0,16.11
491,Pangai,TO,2021-01-22 01:40:05,-19.8,-174.35,82.4,83,90,5.75
492,Sept-Iles,CA,2021-01-22 01:39:12,50.2001,-66.3821,8.6,66,100,4.61
493,Taoudenni,ML,2021-01-22 01:35:21,22.6783,-3.9836,61.61,26,1,11.5
494,Tobermory,CA,2021-01-22 01:40:06,45.2501,-81.6665,33.8,93,99,13.8
495,Kongwa,TZ,2021-01-22 01:40:06,-6.2,36.4167,64.53,91,100,2.44
496,Xalpatlahuac,MX,2021-01-22 01:40:06,17.4667,-98.6167,62.13,53,0,3.56
497,Panzhihua,CN,2021-01-22 01:31:14,26.5851,101.7128,47.64,72,100,3.87
498,Weihai,CN,2021-01-22 01:40:06,37.5017,122.1136,36.97,81,100,9.73
499,Suluq,LY,2021-01-22 01:40:06,31.6682,20.2521,48.92,57,100,8.41
500,Ugoofaaru,MV,2021-01-22 01:40:07,5.6667,73.0,81.91,65,83,2.64
501,Kaeo,NZ,2021-01-22 01:31:34,-35.1,173.7833,70.77,51,83,5.39
502,Kalmunai,LK,2021-01-22 01:26:06,7.4167,81.8167,76.73,84,88,1.79
503,Bathsheba,BB,2021-01-22 01:31:10,13.2167,-59.5167,78.8,73,20,14.97
504,Megion,RU,2021-01-22 01:40:07,61.0296,76.1136,-20.2,76,0,11.18
505,Cabo San Lucas,MX,2021-01-22 01:31:19,22.8909,-109.9124,72.0,83,75,5.75
506,Pevek,RU,2021-01-22 01:30:59,69.7008,170.3133,-18.26,86,100,2.33
507,Huron,US,2021-01-22 01:40:07,41.1501,-82.5499,39.2,56,1,17.27
508,Ericeira,PT,2021-01-22 01:40:07,38.9627,-9.4156,59.0,96,63,17.0
509,Acapulco,MX,2021-01-22 01:29:35,16.8634,-99.8901,80.6,83,1,3.44
510,Naze,JP,2021-01-22 01:40:08,28.3667,129.4833,68.0,88,75,11.5
511,Montepuez,MZ,2021-01-22 01:40:08,-13.1256,38.9997,70.79,96,100,6.17
512,Sawakin,SD,2021-01-22 01:40:08,19.1059,37.3321,70.45,65,88,14.74
513,Udachnyy,RU,2021-01-22 01:40:08,66.4167,112.4,-56.87,53,64,3.09
514,Maku,IR,2021-01-22 01:40:09,39.2911,44.4521,18.95,67,0,2.15
515,Murray Bridge,AU,2021-01-22 01:39:45,-35.1167,139.2667,88.0,15,49,11.7
516,Leh,IN,2021-01-22 01:40:09,34.1667,77.5833,12.45,57,100,2.91
517,Guanica,PR,2021-01-22 01:40:09,17.9716,-66.908,73.0,92,73,3.78
518,Noumea,NC,2021-01-22 01:31:31,-22.2763,166.4572,84.0,65,0,13.8
519,Obihiro,JP,2021-01-22 01:40:09,42.9172,143.2044,32.0,64,20,2.3
520,Makakilo City,US,2021-01-22 01:40:09,21.3469,-158.0858,82.4,51,40,10.36
521,Irbeyskoye,RU,2021-01-22 01:40:09,55.6428,95.4522,4.28,93,100,2.75
522,Chiredzi,ZW,2021-01-22 01:40:09,-21.05,31.6667,67.06,98,51,5.61
523,La Orilla,MX,2021-01-22 01:40:10,17.9833,-102.2333,77.16,73,0,3.78
524,Rafaela,AR,2021-01-22 01:40:10,-31.2503,-61.4867,81.0,43,0,1.01
525,Yumen,CN,2021-01-22 01:31:35,40.2833,97.2,22.6,71,0,2.37
526,Muros,ES,2021-01-22 01:31:07,42.7762,-9.0603,52.0,80,100,14.0
527,Touros,BR,2021-01-22 01:31:28,-5.1989,-35.4608,77.0,83,20,4.61
528,Kremenki,RU,2021-01-22 01:40:10,54.885,37.1261,24.8,100,100,4.47
529,Neryungri,RU,2021-01-22 01:40:10,56.6709,124.6491,-26.43,82,1,0.96
530,Gushikawa,JP,2021-01-22 01:32:13,26.3544,127.8686,68.0,94,75,16.11
531,Camocim,BR,2021-01-22 01:35:14,-2.9022,-40.8411,77.34,86,100,10.69
532,Volksrust,ZA,2021-01-22 01:40:11,-27.3654,29.8818,55.72,95,40,2.46
533,Juayua,SV,2021-01-22 01:40:11,13.8414,-89.7456,64.96,81,0,4.83
534,Dzaoudzi,YT,2021-01-22 01:35:45,-12.7887,45.2699,80.6,83,20,8.05
535,Tiarei,PF,2021-01-22 01:40:11,-17.5333,-149.3333,86.0,58,75,9.22
536,Gazanjyk,TM,2021-01-22 01:35:19,39.2446,55.5154,26.37,93,0,5.97
537,Thinadhoo,MV,2021-01-22 01:30:55,0.5333,72.9333,82.49,72,100,8.3
538,Bulgan,MN,2021-01-22 01:40:12,48.8125,103.5347,13.41,84,17,2.26
539,Pacific Grove,US,2021-01-22 01:35:42,36.6177,-121.9166,52.0,82,1,4.61
540,Chihuahua,MX,2021-01-22 01:38:27,28.5,-106.0,51.8,93,90,19.57
541,Lodja,CD,2021-01-22 01:40:12,-3.4833,23.4333,69.13,91,100,1.77
542,Normandin,CA,2021-01-22 01:40:12,48.8333,-72.5321,8.6,85,100,5.75
543,Walvis Bay,NA,2021-01-22 01:40:13,-22.9575,14.5053,70.0,83,100,4.61
544,Lekoni,GA,2021-01-22 01:40:13,-1.5843,14.2591,73.96,82,0,4.25
545,Srednekolymsk,RU,2021-01-22 01:40:13,67.45,153.6833,-40.58,80,26,3.33
546,Isla Vista,US,2021-01-22 01:36:49,34.4133,-119.861,59.0,77,1,4.61
547,Kodinsk,RU,2021-01-22 01:31:53,58.6881,99.1844,-17.84,86,100,3.62
548,Neiafu,TO,2021-01-22 01:40:13,-18.65,-173.9833,80.6,89,75,5.75
549,Tommot,RU,2021-01-22 01:40:13,58.9564,126.2925,-29.79,81,100,0.65
550,Totton,GB,2021-01-22 01:40:13,50.9188,-1.4904,35.01,98,0,7.47
551,Chervishevo,RU,2021-01-22 01:40:14,56.9464,65.4278,-14.8,76,0,4.47
552,Martapura,ID,2021-01-22 01:40:14,-3.4167,114.85,83.17,76,100,5.5
553,Padang,ID,2021-01-22 01:31:15,-0.9492,100.3543,82.9,60,100,1.28
554,Guarapari,BR,2021-01-22 01:40:14,-20.6667,-40.4975,77.0,88,40,3.44
555,Comodoro Rivadavia,AR,2021-01-22 01:30:02,-45.8667,-67.5,80.6,32,0,16.11
556,Abha,SA,2021-01-22 01:39:47,18.2164,42.5053,50.0,40,0,5.48
557,Kimbe,PG,2021-01-22 01:35:38,-5.5502,150.1429,87.21,58,94,7.45
558,Pangody,RU,2021-01-22 01:40:15,65.85,74.4859,-40.31,80,0,10.16
559,Lasa,IT,2021-01-22 01:31:49,46.6166,10.7002,34.0,100,90,5.75
560,Hambantota,LK,2021-01-22 01:31:55,6.1241,81.1185,77.14,85,43,11.81
561,Kichera,RU,2021-01-22 01:40:15,55.9375,110.0997,-5.75,84,100,2.93
562,La Sarre,CA,2021-01-22 01:29:45,48.8002,-79.1996,14.09,96,96,7.36
563,Coahuayana,MX,2021-01-22 01:31:44,18.7333,-103.6833,80.6,57,20,9.22
564,Urengoy,RU,2021-01-22 01:40:16,65.9667,78.3667,-42.05,80,27,8.75
565,Mbuji-Mayi,CD,2021-01-22 01:40:16,-6.15,23.6,70.07,92,100,0.74
566,Dedougou,BF,2021-01-22 01:40:16,12.4667,-3.4667,67.75,22,0,8.86
567,Christiansburg,US,2021-01-22 01:39:18,37.1298,-80.4089,33.8,86,1,7.2
568,Perth,AU,2021-01-22 01:36:53,-31.9333,115.8333,84.99,44,0,16.11
569,Bud,US,2021-01-22 01:40:16,39.447,-86.1758,41.0,45,1,8.05
570,Urucara,BR,2021-01-22 01:31:39,-2.5364,-57.76,72.36,98,93,1.5
571,Celestun,MX,2021-01-22 01:31:57,20.8667,-90.4,71.15,86,0,13.35
572,Peniche,PT,2021-01-22 01:40:17,39.3558,-9.3811,59.0,82,78,21.99
573,Port Hedland,AU,2021-01-22 01:40:17,-20.3167,118.5667,87.8,48,90,16.11
574,Partur,IN,2021-01-22 01:40:17,19.6,76.2167,63.23,38,0,1.68
575,Olenino,RU,2021-01-22 01:40:17,56.2092,33.4889,32.05,98,100,9.84
576,Awbari,LY,2021-01-22 01:40:17,26.5921,12.7805,45.34,54,0,6.53
577,Nouadhibou,MR,2021-01-22 01:40:18,20.931,-17.0347,64.4,55,100,14.97
578,Saint-Vallier,FR,2021-01-22 01:40:18,46.6411,4.3711,51.01,71,98,12.66
579,Dunedin,NZ,2021-01-22 01:40:18,-45.8742,170.5036,59.29,66,99,8.16
580,Ferrol,ES,2021-01-22 01:40:18,43.4832,-8.2369,51.01,87,75,9.22
581,Osakarovka,KZ,2021-01-22 01:40:18,50.565,72.5692,-11.22,90,100,6.26
582,Palana,RU,2021-01-22 01:40:18,59.1167,159.9667,-9.92,91,78,0.72
583,Husavik,IS,2021-01-22 01:32:01,66.0449,-17.3389,26.6,93,90,16.11
584,Krasnoselkup,RU,2021-01-22 01:31:53,65.7,82.4667,-44.16,78,37,9.73
585,Medea,DZ,2021-01-22 01:40:19,36.2642,2.7539,57.2,62,75,5.75
586,Gimli,CA,2021-01-22 01:38:23,50.6336,-96.9907,-2.2,71,10,4.61
587,Ravenna,IT,2021-01-22 01:37:24,44.4167,11.9833,53.01,87,75,3.44
588,San Juan,AR,2021-01-22 01:40:19,-31.5375,-68.5364,86.34,19,1,17.36
589,Halifax,CA,2021-01-22 01:40:01,44.6453,-63.5724,23.0,63,40,3.44
590,Jequitinhonha,BR,2021-01-22 01:40:20,-16.4339,-41.0033,68.76,87,51,3.2
591,Vila,PT,2021-01-22 01:32:02,42.0304,-8.1588,46.99,94,100,25.01
592,Humaita,BR,2021-01-22 01:40:20,-7.5061,-63.0208,71.64,98,100,1.81
593,Klamath Falls,US,2021-01-22 01:40:20,42.2249,-121.7817,42.8,52,75,3.44
594,Aller,ES,2021-01-22 01:40:20,43.1187,-5.5839,50.0,90,100,8.01
595,Natal,BR,2021-01-22 01:40:03,-5.795,-35.2094,78.8,78,20,9.22
596,Bairiki,KI,2021-01-22 01:40:20,1.3292,172.9752,75.2,100,90,6.91
597,Goba,ET,2021-01-22 01:40:20,7.0167,39.9833,48.6,67,67,2.89
